orderID,productID,unitPrice,quantity,discount,revenue,customerID,shipperID
10481,49,16,24,0,384,LONEP,
10481,60,27.2,40,0,1088,QUEEN,
10482,40,14.7,10,0,147,SEVES,
10483,34,11.2,35,0.05,392,WOLZA,
10483,77,10.4,30,0.05,312,BONAP,
10484,21,8,14,0,112,GODOS,
10484,40,14.7,10,0,147,WILMK,
10484,51,42.4,3,0,127.2,GODOS,
10485,2,15.2,20,0.1,304,BERGS,
10485,3,8,20,0.1,160,BONAP,
10485,55,19.2,30,0.1,576,RICAR,
10485,70,12,60,0.1,720,QUICK,
10486,11,16.8,5,0,84,WILMK,
10486,51,42.4,25,0,1060,FOLKO,
10486,74,8,16,0,128,CACTU,
10487,19,7.3,5,0,36.5,SAVEA,
10487,26,24.9,30,0,747,LONEP,
10487,54,5.9,24,0.25,141.6,LETSS,
10488,59,44,30,0,1320,SUPRD,
10488,73,12,20,0.2,240,HANAR,
10489,11,16.8,15,0.25,252,GALED,
10489,16,13.9,18,0,250.2,GODOS,
10490,59,44,60,0,2640,RATTC,
10490,68,10,30,0,300,DUMON,
10490,75,6.2,36,0,223.2,LEHMS,
10491,44,15.5,15,0.15,232.5,MAISD,
10491,77,10.4,7,0.15,72.8,KOENE,
10492,25,11.2,60,0.05,672,SAVEA,
10492,42,11.2,20,0.05,224,ERNSH,
10493,65,16.8,15,0.1,252,MAISD,
10493,66,13.6,10,0.1,136,HUNGO,
10493,69,28.8,10,0.1,288,OCEAN,
10494,56,30.4,30,0,912,LILAS,
10495,23,7.2,10,0,72,WELLI,
10495,41,7.7,20,0,154,HILAA,
10495,77,10.4,5,0,52,FOLKO,
10496,31,10,20,0.05,200,HANAR,
10497,56,30.4,14,0,425.6,WHITC,
10497,72,27.8,25,0,695,WELLI,
10497,77,10.4,25,0,260,WOLZA,
10498,24,4.5,14,0,63,SPECD,
10498,40,18.4,5,0,92,REGGC,
10498,42,14,30,0,420,SANTG,
10499,28,45.6,20,0,912,WILMK,
10499,49,20,25,0,500,GODOS,
10500,15,15.5,12,0.05,186,HUNGO,
10500,28,45.6,8,0.05,364.8,QUEEN,
10501,54,7.45,20,0,149,QUEEN,
10502,45,9.5,21,0,199.5,TORTU,
10502,53,32.8,6,0,196.8,RANCH,
10502,67,14,30,0,420,ROMEY,
10503,14,23.25,70,0,1627.5,BOTTM,
10503,65,21.05,20,0,421,LINOD,
10504,2,19,12,0,228,AROUT,
10504,21,10,12,0,120,VAFFE,
10504,53,32.8,10,0,328,HANAR,
10504,61,28.5,25,0,712.5,LAMAI,
10505,62,49.3,3,0,147.9,BERGS,
10506,25,14,18,0.1,252,HANAR,
10506,70,15,14,0.1,210,ANATR,
10507,43,46,15,0.15,690,LACOR,
10507,48,12.75,15,0.15,191.25,GALED,
10508,13,6,10,0,60,FRANK,
10508,39,18,10,0,180,SUPRD,
10509,28,45.6,3,0,136.8,RICSU,
10510,29,123.79,36,0,4456.44,BONAP,
10510,75,7.75,36,0.1,279,ISLAT,
10511,4,22,50,0.15,1100,LEHMS,
10511,7,30,50,0.15,1500,WELLI,
10511,8,40,10,0.15,400,GREAL,
10512,24,4.5,10,0.15,45,CACTU,
10512,46,12,9,0.15,108,QUICK,
10512,47,9.5,6,0.15,57,MAGAA,
10512,60,34,12,0.15,408,BONAP,
10513,21,10,40,0.2,400,SAVEA,
10513,32,32,50,0.2,1600,REGGC,
10513,61,28.5,15,0.2,427.5,BSBEV,
10514,20,81,39,0,3159,BOTTM,
10514,28,45.6,35,0,1596,MORGK,
10514,56,38,70,0,2660,VAFFE,
10514,65,21.05,39,0,820.95,BSBEV,
10514,75,7.75,50,0,387.5,GODOS,
10515,9,97,16,0.15,1552,BOTTM,
10515,16,17.45,50,0,872.5,MAGAA,
10515,27,43.9,120,0,5268,RICSU,
10515,33,2.5,16,0.15,40,ALFKI,
10515,60,34,84,0.15,2856,AROUT,
10516,18,62.5,25,0.1,1562.5,LINOD,
10516,41,9.65,80,0.1,772,FOLKO,
10516,42,14,20,0,280,BLAUS,
10517,52,7,6,0,42,HILAA,
10517,59,55,4,0,220,OCEAN,
10517,70,15,6,0,90,GOURL,
10518,24,4.5,5,0,22.5,HILAA,
10518,38,263.5,15,0,3952.5,QUEEN,
10518,44,19.45,9,0,175.05,QUICK,
10519,10,31,16,0.05,496,FURIB,
10519,56,38,40,0,1520,SPECD,
10519,60,34,10,0.05,340,OLDWO,
10520,24,4.5,8,0,36,CHOPS,
10520,53,32.8,5,0,164,TOMSP,
10521,35,18,3,0,54,ERNSH,
10521,41,9.65,10,0,96.5,COMMI,
10521,68,12.5,6,0,75,BOLID,
10522,1,18,40,0.2,720,FRANR,
10522,8,40,24,0,960,LACOR,
10522,30,25.89,20,0.2,517.8,LACOR,
10522,40,18.4,25,0.2,460,SPLIR,
10523,17,39,25,0.1,975,BOTTM,
10523,20,81,15,0.1,1215,HILAA,
10523,37,26,18,0.1,468,FOLKO,
10523,41,9.65,6,0.1,57.9,MAISD,
10524,10,31,2,0,62,ERNSH,
10524,30,25.89,10,0,258.9,FOLKO,
10524,43,46,60,0,2760,HANAR,
10524,54,7.45,15,0,111.75,BOTTM,
10525,36,19,30,0,570,SAVEA,
10525,40,18.4,15,0.1,276,SAVEA,
10526,1,18,8,0.15,144,HUNGO,
10526,13,6,10,0,60,OCEAN,
10526,56,38,30,0.15,1140,EASTC,
10527,4,22,50,0.1,1100,RATTC,
10527,36,19,30,0.1,570,QUEDE,
10528,11,21,3,0,63,ERNSH,
10528,33,2.5,8,0.2,20,QUICK,
10528,72,34.8,9,0,313.2,THEBI,
10529,55,24,14,0,336,FOLKO,
10529,68,12.5,20,0,250,VAFFE,
10529,69,36,10,0,360,PERIC,
10530,17,39,40,0,1560,QUICK,
10530,43,46,25,0,1150,LILAS,
10530,61,28.5,20,0,570,WOLZA,
10530,76,18,50,0,900,OTTIK,
10531,59,55,2,0,110,RATTC,
10532,30,25.89,15,0,388.35,FOLKO,
10532,66,17,24,0,408,SAVEA,
10533,4,22,50,0.05,1100,THECR,
10533,72,34.8,24,0,835.2,MAISD,
10533,73,15,24,0.05,360,WILMK,
10534,30,25.89,10,0,258.9,GREAL,
10534,40,18.4,10,0.2,184,PRINI,
10534,54,7.45,10,0.2,74.5,ERNSH,
10535,11,21,50,0.1,1050,GODOS,
10535,40,18.4,10,0.1,184,REGGC,
10535,57,19.5,5,0.1,97.5,ALFKI,
10535,59,55,15,0.1,825,FRANK,
10536,12,38,15,0.25,570,ROMEY,
10536,31,12.5,20,0,250,LINOD,
10536,33,2.5,30,0,75,SANTG,
10536,60,34,35,0.25,1190,AROUT,
10537,31,12.5,30,0,375,ERNSH,
10537,51,53,6,0,318,LONEP,
10537,58,13.25,20,0,265,RANCH,
10537,72,34.8,21,0,730.8,OTTIK,
10537,73,15,9,0,135,QUICK,
10538,70,15,7,0,105,HANAR,
10538,72,34.8,1,0,34.8,BSBEV,
10539,13,6,8,0,48,EASTC,
10539,21,10,15,0,150,WARTH,
10539,33,2.5,15,0,37.5,FRANS,
10539,49,20,6,0,120,BOTTM,
10540,3,10,60,0,600,KOENE,
10540,26,31.23,40,0,1249.2,CHOPS,
10540,38,263.5,30,0,7905,SAVEA,
10540,68,12.5,35,0,437.5,SAVEA,
10541,24,4.5,35,0.1,157.5,WHITC,
10541,38,263.5,4,0.1,1054,RICSU,
10541,65,21.05,36,0.1,757.8,OLDWO,
10541,71,21.5,9,0.1,193.5,SUPRD,
10542,11,21,15,0.05,315,DRACD,
10542,54,7.45,24,0.05,178.8,GODOS,
10543,12,38,30,0.15,1140,SUPRD,
10543,23,9,70,0.15,630,LINOD,
10544,28,45.6,7,0,319.2,GREAL,
10544,67,14,7,0,98,CHOPS,
10545,11,21,10,0,210,COMMI,
10546,7,30,10,0,300,SPECD,
10546,35,18,30,0,540,WOLZA,
10546,62,49.3,40,0,1972,BOTTM,
10547,32,32,24,0.15,768,WANDK,
10547,36,19,60,0,1140,EASTC,
10548,34,14,10,0.25,140,BOTTM,
10548,41,9.65,14,0,135.1,GOURL,
10549,31,12.5,55,0.15,687.5,FOLKO,
10549,45,9.5,100,0.15,950,LAMAI,
10549,51,53,48,0.15,2544,HANAR,
10550,17,39,8,0.1,312,PICCO,
10550,19,9.2,10,0,92,CACTU,
10550,21,10,6,0.1,60,HILAA,
10550,61,28.5,10,0.1,285,EASTC,
10551,16,17.45,40,0.15,698,NORTS,
10551,35,18,20,0.15,360,BLAUS,
10551,44,19.45,40,0,778,RICAR,
10552,69,36,18,0,648,FRANS,
10552,75,7.75,30,0,232.5,GREAL,
10553,11,21,15,0,315,REGGC,
10553,16,17.45,14,0,244.3,HUNGO,
10553,22,21,24,0,504,SAVEA,
10553,31,12.5,30,0,375,LILAS,
10553,35,18,6,0,108,WHITC,
10554,16,17.45,30,0.05,523.5,DRACD,
10554,23,9,20,0.05,180,QUEEN,
10554,62,49.3,20,0.05,986,TORTU,
10554,77,13,10,0.05,130,LEHMS,
10555,14,23.25,30,0.2,697.5,LILAS,
10555,19,9.2,35,0.2,322,ERNSH,
10555,24,4.5,18,0.2,81,PERIC,
10555,51,53,20,0.2,1060,SIMOB,
10555,56,38,40,0.2,1520,RICSU,
10556,72,34.8,24,0,835.2,BONAP,
10557,64,33.25,30,0,997.5,RATTC,
10557,75,7.75,20,0,155,,
10558,47,9.5,25,0,237.5,,
10558,51,53,20,0,1060,,
10558,52,7,30,0,210,,
10558,53,32.8,18,0,590.4,,
10558,73,15,3,0,45,,
10559,41,9.65,12,0.05,115.8,,
10559,55,24,18,0.05,432,,
10560,30,25.89,20,0,517.8,,
10560,62,49.3,15,0.25,739.5,,
10561,44,19.45,10,0,194.5,,
10561,51,53,50,0,2650,,
10562,33,2.5,20,0.1,50,,
10562,62,49.3,10,0.1,493,,
10563,36,19,25,0,475,,
10563,52,7,70,0,490,,
10564,17,39,16,0.05,624,,
10564,31,12.5,6,0.05,75,,
10564,55,24,25,0.05,600,,
10565,24,4.5,25,0.1,112.5,,
10565,64,33.25,18,0.1,598.5,,
10566,11,21,35,0.15,735,,
10566,18,62.5,18,0.15,1125,,
10566,76,18,10,0,180,,
10567,31,12.5,60,0.2,750,,
10567,51,53,3,0,159,,
10567,59,55,40,0.2,2200,,
10568,10,31,5,0,155,,
10569,31,12.5,35,0.2,437.5,,
10569,76,18,30,0,540,,
10570,11,21,15,0.05,315,,
10570,56,38,60,0.05,2280,,
10571,14,23.25,11,0.15,255.75,,
10571,42,14,28,0.15,392,,
10572,16,17.45,12,0.1,209.4,,
10572,32,32,10,0.1,320,,
10572,40,18.4,50,0,920,,
10572,75,7.75,15,0.1,116.25,,
10573,17,39,18,0,702,,
10573,34,14,40,0,560,,
10573,53,32.8,25,0,820,,
10574,33,2.5,14,0,35,,
10574,40,18.4,2,0,36.8,,
10574,62,49.3,10,0,493,,
10574,64,33.25,6,0,199.5,,
10575,59,55,12,0,660,,
10575,63,43.9,6,0,263.4,,
10575,72,34.8,30,0,1044,,
10575,76,18,10,0,180,,
10576,1,18,10,0,180,,
10576,31,12.5,20,0,250,,
10576,44,19.45,21,0,408.45,,
10577,39,18,10,0,180,,
10577,75,7.75,20,0,155,,
10577,77,13,18,0,234,,
10578,35,18,20,0,360,,
10578,57,19.5,6,0,117,,
10579,15,15.5,10,0,155,,
10579,75,7.75,21,0,162.75,,
10580,14,23.25,15,0.05,348.75,,
10580,41,9.65,9,0.05,86.85,,
10580,65,21.05,30,0.05,631.5,,
10581,75,7.75,50,0.2,387.5,,
10582,57,19.5,4,0,78,,
10582,76,18,14,0,252,,
10583,29,123.79,10,0,1237.9,,
10583,60,34,24,0.15,816,,
10583,69,36,10,0.15,360,,
10584,31,12.5,50,0.05,625,,
10585,47,9.5,15,0,142.5,,
10586,52,7,4,0.15,28,,
10587,26,31.23,6,0,187.38,,
10587,35,18,20,0,360,,
10587,77,13,20,0,260,,
10588,18,62.5,40,0.2,2500,,
10588,42,14,100,0.2,1400,,
10589,35,18,4,0,72,,
10590,1,18,20,0,360,,
10590,77,13,60,0.05,780,,
10591,3,10,14,0,140,,
10591,7,30,10,0,300,,
10591,54,7.45,50,0,372.5,,
10592,15,15.5,25,0.05,387.5,,
10592,26,31.23,5,0.05,156.15,,
10593,20,81,21,0.2,1701,,
10593,69,36,20,0.2,720,,
10593,76,18,4,0.2,72,,
10594,52,7,24,0,168,,
10594,58,13.25,30,0,397.5,,
10595,35,18,30,0.25,540,,
10595,61,28.5,120,0.25,3420,,
10595,69,36,65,0.25,2340,,
10596,56,38,5,0.2,190,,
10596,63,43.9,24,0.2,1053.6,,
10596,75,7.75,30,0.2,232.5,,
10597,24,4.5,35,0.2,157.5,,
10597,57,19.5,20,0,390,,
10597,65,21.05,12,0.2,252.6,,
10598,27,43.9,50,0,2195,,
10598,71,21.5,9,0,193.5,,
10599,62,49.3,10,0,493,,
10600,54,7.45,4,0,29.8,,
10600,73,15,30,0,450,,
10601,13,6,60,0,360,,
10601,59,55,35,0,1925,,
10602,77,13,5,0.25,65,,
10603,22,21,48,0,1008,,
10603,49,20,25,0.05,500,,
10604,48,12.75,6,0.1,76.5,,
10604,76,18,10,0.1,180,,
10605,16,17.45,30,0.05,523.5,,
10605,59,55,20,0.05,1100,,
10605,60,34,70,0.05,2380,,
10605,71,21.5,15,0.05,322.5,,
10606,4,22,20,0.2,440,,
10606,55,24,20,0.2,480,,
10606,62,49.3,10,0.2,493,,
10607,7,30,45,0,1350,,
10607,17,39,100,0,3900,,
10607,33,2.5,14,0,35,,
10607,40,18.4,42,0,772.8,,
10607,72,34.8,12,0,417.6,,
10608,56,38,28,0,1064,,
10609,1,18,3,0,54,,
10609,10,31,10,0,310,,
10609,21,10,6,0,60,,
10610,36,19,21,0.25,399,,
10611,1,18,6,0,108,,
10611,2,19,10,0,190,,
10611,60,34,15,0,510,,
10612,10,31,70,0,2170,,
10612,36,19,55,0,1045,,
10612,49,20,18,0,360,,
10612,60,34,40,0,1360,,
10612,76,18,80,0,1440,,
10613,13,6,8,0.1,48,,
10613,75,7.75,40,0,310,,
10614,11,21,14,0,294,,
10614,21,10,8,0,80,,
10614,39,18,5,0,90,,
10615,55,24,5,0,120,,
10616,38,263.5,15,0.05,3952.5,,
10616,56,38,14,0,532,,
10616,70,15,15,0.05,225,,
10616,71,21.5,15,0.05,322.5,,
10617,59,55,30,0.15,1650,,
10618,6,25,70,0,1750,,
10618,56,38,20,0,760,,
10618,68,12.5,15,0,187.5,,
10619,21,10,42,0,420,,
10619,22,21,40,0,840,,
10620,24,4.5,5,0,22.5,,
10620,52,7,5,0,35,,
10621,19,9.2,5,0,46,,
10621,23,9,10,0,90,,
10621,70,15,20,0,300,,
10621,71,21.5,15,0,322.5,,
10622,2,19,20,0,380,,
10622,68,12.5,18,0.2,225,,
10623,14,23.25,21,0,488.25,,
10623,19,9.2,15,0.1,138,,
10623,21,10,25,0.1,250,,
10623,24,4.5,3,0,13.5,,
10623,35,18,30,0.1,540,,
10624,28,45.6,10,0,456,,
10624,29,123.79,6,0,742.74,,
10624,44,19.45,10,0,194.5,,
10625,14,23.25,3,0,69.75,,
10625,42,14,5,0,70,,
10625,60,34,10,0,340,,
10626,53,32.8,12,0,393.6,,
10626,60,34,20,0,680,,
10626,71,21.5,20,0,430,,
10627,62,49.3,15,0,739.5,,
10627,73,15,35,0.15,525,,
10628,1,18,25,0,450,,
10629,29,123.79,20,0,2475.8,,
10629,64,33.25,9,0,299.25,,
10630,55,24,12,0.05,288,,
10630,76,18,35,0,630,,
10631,75,7.75,8,0.1,62,,
10632,2,19,30,0.05,570,,
10632,33,2.5,20,0.05,50,,
10633,12,38,36,0.15,1368,,
10633,13,6,13,0.15,78,,
10633,26,31.23,35,0.15,1093.05,,
10633,62,49.3,80,0.15,3944,,
10634,7,30,35,0,1050,,
10634,18,62.5,50,0,3125,,
10634,51,53,15,0,795,,
10634,75,7.75,2,0,15.5,,
10635,4,22,10,0.1,220,,
10635,5,21.35,15,0.1,320.25,,
10635,22,21,40,0,840,,
10636,4,22,25,0,550,,
10636,58,13.25,6,0,79.5,,
10637,11,21,10,0,210,,
10637,50,16.25,25,0.05,406.25,,
10637,56,38,60,0.05,2280,,
10638,45,9.5,20,0,190,,
10638,65,21.05,21,0,442.05,,
10638,72,34.8,60,0,2088,,
10639,18,62.5,8,0,500,,
10640,69,36,20,0.25,720,,
10640,70,15,15,0.25,225,,
10641,2,19,50,0,950,,
10641,40,18.4,60,0,1104,,
10642,21,10,30,0.2,300,,
10642,61,28.5,20,0.2,570,,
10643,28,45.6,15,0.25,684,,
10643,39,18,21,0.25,378,,
10643,46,12,2,0.25,24,,
10644,18,62.5,4,0.1,250,,
10644,43,46,20,0,920,,
10644,46,12,21,0.1,252,,
10645,18,62.5,20,0,1250,,
10645,36,19,15,0,285,,
10646,1,18,15,0.25,270,,
10646,10,31,18,0.25,558,,
10646,71,21.5,30,0.25,645,,
10646,77,13,35,0.25,455,,
10647,19,9.2,30,0,276,,
10647,39,18,20,0,360,,
10648,22,21,15,0,315,,
10648,24,4.5,15,0.15,67.5,,
10649,28,45.6,20,0,912,,
10649,72,34.8,15,0,522,,
10650,30,25.89,30,0,776.7,,
10650,53,32.8,25,0.05,820,,
10650,54,7.45,30,0,223.5,,
10651,19,9.2,12,0.25,110.4,,
10651,22,21,20,0.25,420,,
10652,30,25.89,2,0.25,51.78,,
10652,42,14,20,0,280,,
10653,16,17.45,30,0.1,523.5,,
10653,60,34,20,0.1,680,,
10654,4,22,12,0.1,264,,
10654,39,18,20,0.1,360,,
10654,54,7.45,6,0.1,44.7,,
10655,41,9.65,20,0.2,193,,
10656,14,23.25,3,0.1,69.75,,
10656,44,19.45,28,0.1,544.6,,
10656,47,9.5,6,0.1,57,,
10657,15,15.5,50,0,775,,
10657,41,9.65,24,0,231.6,,
10657,46,12,45,0,540,,
10657,47,9.5,10,0,95,,
10657,56,38,45,0,1710,,
10657,60,34,30,0,1020,,
10658,21,10,60,0,600,,
10658,40,18.4,70,0.05,1288,,
10658,60,34,55,0.05,1870,,
10658,77,13,70,0.05,910,,
10659,31,12.5,20,0.05,250,,
10659,40,18.4,24,0.05,441.6,,
10659,70,15,40,0.05,600,,
10660,20,81,21,0,1701,,
10661,39,18,3,0.2,54,,
10661,58,13.25,49,0.2,649.25,,
10662,68,12.5,10,0,125,,
10663,40,18.4,30,0.05,552,,
10663,42,14,30,0.05,420,,
10663,51,53,20,0.05,1060,,
10664,10,31,24,0.15,744,,
10664,56,38,12,0.15,456,,
10664,65,21.05,15,0.15,315.75,,
10665,51,53,20,0,1060,,
10665,59,55,1,0,55,,
10665,76,18,10,0,180,,
10666,29,123.79,36,0,4456.44,,
10666,65,21.05,10,0,210.5,,
10667,69,36,45,0.2,1620,,
10667,71,21.5,14,0.2,301,,
10668,31,12.5,8,0.1,100,,
10668,55,24,4,0.1,96,,
10668,64,33.25,15,0.1,498.75,,
10669,36,19,30,0,570,,
10670,23,9,32,0,288,,
10670,46,12,60,0,720,,
10670,67,14,25,0,350,,
10670,73,15,50,0,750,,
10670,75,7.75,25,0,193.75,,
10671,16,17.45,10,0,174.5,,
10671,62,49.3,10,0,493,,
10671,65,21.05,12,0,252.6,,
10672,38,263.5,15,0.1,3952.5,,
10672,71,21.5,12,0,258,,
10673,16,17.45,3,0,52.35,,
10673,42,14,6,0,84,,
10673,43,46,6,0,276,,
10674,23,9,5,0,45,,
10675,14,23.25,30,0,697.5,,
10675,53,32.8,10,0,328,,
10675,58,13.25,30,0,397.5,,
10676,10,31,2,0,62,,
10676,19,9.2,7,0,64.4,,
10676,44,19.45,21,0,408.45,,
10677,26,31.23,30,0.15,936.9,,
10677,33,2.5,8,0.15,20,,
10678,12,38,100,0,3800,,
10678,33,2.5,30,0,75,,
10678,41,9.65,120,0,1158,,
10678,54,7.45,30,0,223.5,,
10679,59,55,12,0,660,,
10680,16,17.45,50,0.25,872.5,,
10680,31,12.5,20,0.25,250,,
10680,42,14,40,0.25,560,,
10681,19,9.2,30,0.1,276,,
10681,21,10,12,0.1,120,,
10681,64,33.25,28,0,931,,
10682,33,2.5,30,0,75,,
10682,66,17,4,0,68,,
10682,75,7.75,30,0,232.5,,
10683,52,7,9,0,63,,
10684,40,18.4,20,0,368,,
10684,47,9.5,40,0,380,,
10684,60,34,30,0,1020,,
10685,10,31,20,0,620,,
10685,41,9.65,4,0,38.6,,
10685,47,9.5,15,0,142.5,,
10686,17,39,30,0.2,1170,,
10686,26,31.23,15,0,468.45,,
10687,9,97,50,0.25,4850,,
10687,29,123.79,10,0,1237.9,,
10687,36,19,6,0.25,114,,
10688,10,31,18,0.1,558,,
10688,28,45.6,60,0.1,2736,,
10688,34,14,14,0,196,,
10689,1,18,35,0.25,630,,
10690,56,38,20,0.25,760,,
10690,77,13,30,0.25,390,,
10691,1,18,30,0,540,,
10691,29,123.79,40,0,4951.6,,
10691,43,46,40,0,1840,,
10691,44,19.45,24,0,466.8,,
10691,62,49.3,48,0,2366.4,,
10692,63,43.9,20,0,878,,
10693,9,97,6,0,582,,
10693,54,7.45,60,0.15,447,,
10693,69,36,30,0.15,1080,,
10693,73,15,15,0.15,225,,
10694,7,30,90,0,2700,,
10694,59,55,25,0,1375,,
10694,70,15,50,0,750,,
10695,8,40,10,0,400,,
10695,12,38,4,0,152,,
10695,24,4.5,20,0,90,,
10696,17,39,20,0,780,,
10696,46,12,18,0,216,,
10697,19,9.2,7,0.25,64.4,,
10697,35,18,9,0.25,162,,
10697,58,13.25,30,0.25,397.5,,
10697,70,15,30,0.25,450,,
10698,11,21,15,0,315,,
10698,17,39,8,0.05,312,,
10698,29,123.79,12,0.05,1485.48,,
10698,65,21.05,65,0.05,1368.25,,
10698,70,15,8,0.05,120,,
10699,47,9.5,12,0,114,,
10700,1,18,5,0.2,90,,
10700,34,14,12,0.2,168,,
10700,68,12.5,40,0.2,500,,
10700,71,21.5,60,0.2,1290,,
10701,59,55,42,0.15,2310,,
10701,71,21.5,20,0.15,430,,
10701,76,18,35,0.15,630,,
10702,3,10,6,0,60,,
10702,76,18,15,0,270,,
10703,2,19,5,0,95,,
10703,59,55,35,0,1925,,
10703,73,15,35,0,525,,
10704,4,22,6,0,132,,
10704,24,4.5,35,0,157.5,,
10704,48,12.75,24,0,306,,
10705,31,12.5,20,0,250,,
10705,32,32,4,0,128,,
10706,16,17.45,20,0,349,,
10706,43,46,24,0,1104,,
10706,59,55,8,0,440,,
10707,55,24,21,0,504,,
10707,57,19.5,40,0,780,,
10707,70,15,28,0.15,420,,
10708,5,21.35,4,0,85.4,,
10708,36,19,5,0,95,,
10709,8,40,40,0,1600,,
10709,51,53,28,0,1484,,
10709,60,34,10,0,340,,
10710,19,9.2,5,0,46,,
10710,47,9.5,5,0,47.5,,
10711,19,9.2,12,0,110.4,,
10711,41,9.65,42,0,405.3,,
10711,53,32.8,120,0,3936,,
10712,53,32.8,3,0.05,98.4,,
10712,56,38,30,0,1140,,
10713,10,31,18,0,558,,
10713,26,31.23,30,0,936.9,,
10713,45,9.5,110,0,1045,,
10713,46,12,24,0,288,,
10714,2,19,30,0.25,570,,
10714,17,39,27,0.25,1053,,
10714,47,9.5,50,0.25,475,,
10714,56,38,18,0.25,684,,
10714,58,13.25,12,0.25,159,,
10715,10,31,21,0,651,,
10715,71,21.5,30,0,645,,
10716,21,10,5,0,50,,
10716,51,53,7,0,371,,
10716,61,28.5,10,0,285,,
10717,21,10,32,0.05,320,,
10717,54,7.45,15,0,111.75,,
10717,69,36,25,0.05,900,,
10718,12,38,36,0,1368,,
10718,16,17.45,20,0,349,,
10718,36,19,40,0,760,,
10718,62,49.3,20,0,986,,
10719,18,62.5,12,0.25,750,,
10719,30,25.89,3,0.25,77.67,,
10719,54,7.45,40,0.25,298,,
10720,35,18,21,0,378,,
10720,71,21.5,8,0,172,,
10721,44,19.45,50,0.05,972.5,,
10722,2,19,3,0,57,,
10722,31,12.5,50,0,625,,
10722,68,12.5,45,0,562.5,,
10722,75,7.75,42,0,325.5,,
10723,26,31.23,15,0,468.45,,
10724,10,31,16,0,496,,
10724,61,28.5,5,0,142.5,,
10725,41,9.65,12,0,115.8,,
10725,52,7,4,0,28,,
10725,55,24,6,0,144,,
10726,4,22,25,0,550,,
10726,11,21,5,0,105,,
10727,17,39,20,0.05,780,,
10727,56,38,10,0.05,380,,
10727,59,55,10,0.05,550,,
10728,30,25.89,15,0,388.35,,
10728,40,18.4,6,0,110.4,,
10728,55,24,12,0,288,,
10728,60,34,15,0,510,,
10729,1,18,50,0,900,,
10729,21,10,30,0,300,,
10729,50,16.25,40,0,650,,
10730,16,17.45,15,0.05,261.75,,
10730,31,12.5,3,0.05,37.5,,
10730,65,21.05,10,0.05,210.5,,
10731,21,10,40,0.05,400,,
10731,51,53,30,0.05,1590,,
10732,76,18,20,0,360,,
10733,14,23.25,16,0,372,,
10733,28,45.6,20,0,912,,
10733,52,7,25,0,175,,
10734,6,25,30,0,750,,
10734,30,25.89,15,0,388.35,,
10734,76,18,20,0,360,,
10735,61,28.5,20,0.1,570,,
10735,77,13,2,0.1,26,,
10736,65,21.05,40,0,842,,
10736,75,7.75,20,0,155,,
10737,13,6,4,0,24,,
10737,41,9.65,12,0,115.8,,
10738,16,17.45,3,0,52.35,,
10739,36,19,6,0,114,,
10739,52,7,18,0,126,,
10740,28,45.6,5,0.2,228,,
10740,35,18,35,0.2,630,,
10740,45,9.5,40,0.2,380,,
10740,56,38,14,0.2,532,,
10741,2,19,15,0.2,285,,
10742,3,10,20,0,200,,
10742,60,34,50,0,1700,,
10742,72,34.8,35,0,1218,,
10743,46,12,28,0.05,336,,
10744,40,18.4,50,0.2,920,,
10745,18,62.5,24,0,1500,,
10745,44,19.45,16,0,311.2,,
10745,59,55,45,0,2475,,
10745,72,34.8,7,0,243.6,,
10746,13,6,6,0,36,,
10746,42,14,28,0,392,,
10746,62,49.3,9,0,443.7,,
10746,69,36,40,0,1440,,
10747,31,12.5,8,0,100,,
10747,41,9.65,35,0,337.75,,
10747,63,43.9,9,0,395.1,,
10747,69,36,30,0,1080,,
10748,23,9,44,0,396,,
10748,40,18.4,40,0,736,,
10748,56,38,28,0,1064,,
10749,56,38,15,0,570,,
10749,59,55,6,0,330,,
10749,76,18,10,0,180,,
10750,14,23.25,5,0.15,116.25,,
10750,45,9.5,40,0.15,380,,
10750,59,55,25,0.15,1375,,
10751,26,31.23,12,0.1,374.76,,
10751,30,25.89,30,0,776.7,,
10751,50,16.25,20,0.1,325,,
10751,73,15,15,0,225,,
10752,1,18,8,0,144,,
10752,69,36,3,0,108,,
10753,45,9.5,4,0,38,,
10753,74,10,5,0,50,,
10754,40,18.4,3,0,55.2,,
10755,47,9.5,30,0.25,285,,
10755,56,38,30,0.25,1140,,
10755,57,19.5,14,0.25,273,,
10755,69,36,25,0.25,900,,
10756,18,62.5,21,0.2,1312.5,,
10756,36,19,20,0.2,380,,
10756,68,12.5,6,0.2,75,,
10756,69,36,20,0.2,720,,
10757,34,14,30,0,420,,
10757,59,55,7,0,385,,
10757,62,49.3,30,0,1479,,
10757,64,33.25,24,0,798,,
10758,26,31.23,20,0,624.6,,
10758,52,7,60,0,420,,
10758,70,15,40,0,600,,
10759,32,32,10,0,320,,
10760,25,14,12,0.25,168,,
10760,27,43.9,40,0,1756,,
10760,43,46,30,0.25,1380,,
10761,25,14,35,0.25,490,,
10761,75,7.75,18,0,139.5,,
10762,39,18,16,0,288,,
10762,47,9.5,30,0,285,,
10762,51,53,28,0,1484,,
10762,56,38,60,0,2280,,
10763,21,10,40,0,400,,
10763,22,21,6,0,126,,
10763,24,4.5,20,0,90,,
10764,3,10,20,0.1,200,,
10764,39,18,130,0.1,2340,,
10765,65,21.05,80,0.1,1684,,
